x1,x2,y
1.4389824261399873,-1.2936967599792968,0.40798391801638
1.0253171464474873,-0.09886227321317036,0.5440854608670286
-1.500657195460517,1.3444316545883055,0.5857068483573016
2.819818129500796,-2.11795208687817,0.43740988561850674
-1.2800035721466445,-0.47842213414115303,0.757329131192184
0.41339518803655806,0.31793669869004576,0.6248323183493381
-0.6190512748521088,-0.23066381753286153,0.7147981459943598
0.11444199455148699,1.3861974208521763,0.5405515769805389
0.7970253818675405,-0.45734922798036076,0.5416624749593753
-0.2550817039589919,-0.33110301862461805,0.7047420052327034
1.3895901304000373,-0.32844018819987836,0.42717272319643496
0.6223021322849738,-1.9519720356848203,0.4830904794842205
-0.4840337170606554,1.095096271812845,0.5849940185894955
-0.0076616699325121026,0.7916524568666683,0.6006865434326211
-0.039567307764753035,0.36890260376515555,0.650154810353438
-0.2054631797310707,2.987820480035259,0.460283019052553
2.611404843468033,-1.3793501273069708,0.3887347307821835
0.6524823459263424,-0.34039189620625737,0.591803772559671
-1.9212924600887253,0.13935936438187932,0.7224751911739948
2.4821458480479515,-1.532614136525171,0.4095159633661568
0.43240229818880355,0.47638360279530245,0.6084392867900974
-0.6078534395213308,1.3536324650974039,0.5709932281088762
-0.7597322264452073,0.21190806158118444,0.6775846262552684
-2.4153785848903526,-1.647747508747164,0.8006943890420589
-1.3542061399706176,-0.6048251872880905,0.7594435971093936
-0.15668796857132022,0.9418326425385632,0.59017103602349
-1.2684954414776666,0.608552116957375,0.6661971295829023
-0.019088910043966057,-1.2410815908343034,0.5639803357705706
0.3995235566212376,0.7482856943202408,0.5907830694948231
0.4710038308662614,0.1931880124048874,0.6408982919485231
1.0850157194153862,-0.6844631297882866,0.4502731274062132
0.32425641019851364,0.1570171485053409,0.637821874979963
0.7121332383765225,-0.9708134588341742,0.4748825644643969
1.6851890189796723,-2.382878535832913,0.47819249911313216
-0.23197145852485493,0.044669575314701185,0.6825856866739151
-1.1310040257825913,-0.1076380441576396,0.7306833089862479
2.9387029788594474,-1.0712924868867284,0.3502632856908172
1.459517766740037,-1.403525491543269,0.4206918052234801
-1.2845233858754472,0.2636070721064401,0.6999184998952933
0.7347530444650614,-1.9386723761076374,0.48088181849506134
-1.0463663160314776,0.6180373958922512,0.6562161637822539
0.3496079219860541,-1.1960331897922876,0.508682444315609
0.08587876731307033,0.04983120902863242,0.6611703377180095
-0.3382738160761004,-0.8274885866486529,0.69423834318881
-2.037834487119275,0.6360160110990164,0.6861405833813129
-0.8621171259590246,1.154842063234704,0.5972644823468088
-1.6044839620875089,0.5618273387488779,0.6811979110844715
-1.3526312925690531,-0.7370970427386134,0.7753469915711363
-1.5190758082571416,2.8151343788855283,0.4792645785417294
-0.010144213340401241,-0.5022737496114242,0.6792550172634613
-0.3163936873133719,-0.3604998478434647,0.7114011530221348
-0.5650122383510412,0.5572141858362811,0.6438791723722095
-0.37636274547583815,1.1523117895496027,0.5784673988598852
