x1,x2,y
-0.03382978459920494,-0.5150131935067234,-1.0
0.28220938384669014,-0.1527887353315306,-1.0
-0.1195481874709079,-0.8126540313686021,-1.0
0.19824305092891836,-0.6811587149025305,-1.0
0.5480878753262861,-0.615250216089577,-1.0
0.5116092982921328,-0.3718450809675989,-1.0
0.26771943424241285,-0.6314155909630125,-1.0
0.3747267452268712,-0.6021480893681568,-1.0
0.026742510190231772,-0.6631344105801066,-1.0
0.36933973407330867,-0.8708888822724641,-1.0
1.3204404656306719,-0.6962575748170025,-1.0
0.20197674431619705,-0.8159636974972704,-1.0
-0.26332649371517014,-0.8956278228585418,-1.0
0.4784815744218002,-0.7387069920908721,-1.0
0.07971005073387682,-0.2922643867934067,-1.0
0.4664293612963041,-0.6082164107717002,-1.0
0.6995652205959544,-1.1849410361316344,-1.0
0.6144188991213886,-0.6846751216736422,-1.0
0.163545604147268,-0.36766610094956875,-1.0
0.6088846075071206,-0.7878390360069388,-1.0
0.7714063398511171,-1.0702802693085613,-1.0
1.1071192177274278,-0.36411566880892593,-1.0
0.6417077456869096,-0.8244544259372185,-1.0
0.9203390909208672,-0.59758304471103,-1.0
0.9943453323887855,-0.8354704392918102,-1.0
-0.5373203377906592,-0.40548688282703477,1.0
-0.8157395976687908,-0.1456107078639538,1.0
-0.41373132323188533,-0.09301465649523064,1.0
-0.42763297724269544,-0.04892408439235413,1.0
-0.6602445103491458,-0.25311433321609317,1.0
-0.6646265940961638,-0.26723827100315856,1.0
-0.970441834667283,-0.21391489484162196,1.0
-0.5609203297046671,0.04530013041413622,1.0
-0.6187017450905308,-0.6786893223855186,1.0
-0.609269365358101,-0.3841761067211938,1.0
-0.3763197672829727,0.20548187171869597,1.0
-0.6085342677077269,0.45911211049670814,1.0
-0.5905977160586903,0.14880170097725393,1.0
-0.7369779783819775,-0.32264984088639903,1.0
-0.5294678874285678,-0.16768227536521002,1.0
-0.4650570578355216,-0.5429396834242738,1.0
-0.7611146390038908,0.23696272344253722,1.0
0.09550696512744916,0.3466427003296591,1.0
-0.38166044579983904,0.39276696901001074,1.0
-0.42027285034398176,-0.5203335840654849,1.0
-0.2965441785744429,-0.2902229668844319,1.0
-0.26719808489025654,-0.048891544152870225,1.0
-0.3043280160041347,0.025659157640180993,1.0
-0.12335905821876098,-0.18275846334447232,1.0
-0.39872206641763824,-0.03455479114474716,1.0
