x1,x2,x3,x4,y
-2.5830513672714286,-3.334969367308084,-1.350983292311596,1.5287944072903317,0.0
-0.5768566833574398,-0.15749434137849672,1.1490367922440639,-0.8908544786391253,1.0
2.945266736337282,-0.5607267936978984,1.8488541482911387,1.8615319604312819,0.0
0.9492158712211393,-2.938763915970549,-0.6562284599927819,-1.0672410341745442,0.0
2.514078282173206,-0.398593774429457,-0.7657505509449503,-1.7560317184190128,0.0
2.4592629323374933,-0.23345814998073033,-0.6450845561272514,-1.7799087891441863,0.0
-1.1095032746713338,-1.8685149399058845,2.054964411549043,-1.3590315576886165,1.0
1.8792028950903885,0.6111169609047116,2.3470504241364014,0.5702047915415001,1.0
2.295548615751015,-0.3039331843306976,0.7833782155618928,-1.3476668049447968,0.0
-0.4024352828126947,0.8450954405491817,0.2754268623297105,2.271887988724643,1.0
1.2677042833957461,1.1533550084747108,-0.18704484588468695,0.7678822208695155,1.0
1.9277935744365646,0.5309639988554866,-3.1163018902633333,0.6588497665227714,1.0
2.0621457359620923,-1.5045527212935004,1.3987545888605077,-0.4407830069502435,0.0
1.4130350540347452,-1.1698670336007855,1.1729402748265887,2.4265834396363237,0.0
0.960107990236917,2.3231445482941515,0.5512085811906013,1.0060753486641,1.0
-0.15572824061042367,-1.928547038479843,1.1025021314255263,-0.5215038303648782,0.0
-0.4931404264639574,-2.7149301424071863,1.0253961528911437,-0.18172361162814488,0.0
1.6605490398665226,1.1720506520578977,0.8099908394189588,0.7771331458244535,1.0
0.2679465254024146,-2.3408194363452255,0.2871073286047322,-0.7792331292537259,0.0
1.0962238697706979,1.226531821444512,2.3264483799871662,-1.2962723289406277,1.0
2.673683742735309,0.026899121388315517,-0.2318479380729762,0.5785870109965283,1.0
0.7429629253698415,1.102856254192988,0.5328565849150144,0.4440432941229302,0.0
1.3758849915538245,-0.37956970834058623,0.9593773789962268,-1.099929518585515,0.0
-1.0175488553326009,-0.9485352116649534,0.22238713208322636,-0.8317025485460604,1.0
1.1846987646317044,1.644303125078412,-5.256307159956034,1.2012471170176144,1.0
2.6594283985680502,-0.44167360128988387,-1.563888034275908,-0.2857839434364271,1.0
1.6581560420179926,-0.16100830122185716,1.6920256711043309,0.7394238741095214,0.0
2.4033122081288187,-0.04039814810314879,2.0384137236339672,1.2689161737560535,0.0
1.1676675807596517,-1.7038989512603735,-1.4836430838750827,-1.7476959972830994,0.0
-1.4204906339591161,-0.9355660316147125,1.4963733955486025,-1.0670929193299152,1.0
0.255582828766862,-1.1743825301693898,2.8860121069826246,-0.36828667909517976,0.0
2.2233026318227727,1.897646347499804,-1.2034339145067523,0.7479726826693945,1.0
1.4629539799501672,0.09325795648520985,2.151354619793584,1.3287629403138035,0.0
2.398370321818886,-1.3327939758824137,0.8856449614215639,0.02697002910471691,0.0
-0.33560005609711774,-0.45499463825448616,1.464780988676854,-1.153787196233092,1.0
1.7876898340132041,-1.5104333469172737,0.7040889269986825,0.7649033493325916,0.0
1.0331400394629207,-0.8722129461337862,1.5727148592419078,0.612478444477784,1.0
0.47982127505061056,1.0478887396483327,1.7730448467537159,-1.243499779830144,1.0
1.245903273934712,0.03135172719012913,2.051956561843737,-0.8824074423486504,1.0
-1.3995041871937621,-0.5832194607266757,3.9951307817987294,0.18979009296499427,0.0
0.6496875616104785,1.0311692658070841,-2.791570841281116,1.2601476427632348,1.0
-0.32660265754428064,0.6186309810921811,2.7272453634029783,-0.8765827630596716,0.0
-0.21826551544023987,-1.1542341323331746,1.2992214995448998,-0.9595118316180906,1.0
-1.8981432110553325,-0.224926725949797,1.1705675206194481,1.7497511835045656,0.0
2.511352175940381,-1.5976321847462143,0.7728120633791725,1.0780350341068654,0.0
-1.951525315946062,-0.8222161354019115,0.4064082502290892,-1.0038704272567363,1.0
-0.606136247471649,-2.1102616527593745,1.8104614300205637,-1.358202379674753,1.0
2.1551219423749597,-1.7240483250573666,0.7004168773172632,0.9319927363047041,0.0
-2.563432814282722,-1.6318108619083587,0.5663571006397398,-1.0825238661350653,1.0
0.48126352338329725,-0.4469817023718087,1.3735263016172252,1.044337118688711,0.0
